ds,predicted_monthly_cost,service
2025-10-01,3.6939390680912796,Secrets Manager
2025-11-01,2.5196017035624685,Secrets Manager
2025-12-01,0.0,Secrets Manager
2026-01-01,0.0,Secrets Manager
2026-02-01,0.0,Secrets Manager
2026-03-01,0.0,Secrets Manager
2026-04-01,0.0,Secrets Manager
2026-05-01,0.0,Secrets Manager
2026-06-01,0.0,Secrets Manager
2026-07-01,0.0,Secrets Manager
2026-08-01,0.0,Secrets Manager
2026-09-01,0.0,Secrets Manager
2026-10-01,0.0,Secrets Manager
2024-11-01,0.11717248494849562,Security Hub
2024-12-01,0.11657212921758661,Security Hub
2025-01-01,0.11762748855419303,Security Hub
2025-02-01,0.107074633889091,Security Hub
2025-03-01,0.11626151585352971,Security Hub
2025-04-01,0.1119039197364855,Security Hub
2025-05-01,0.1177852522702584,Security Hub
2025-06-01,0.11425760081645513,Security Hub
2025-07-01,0.1259694499314486,Security Hub
2025-08-01,0.15762448111713384,Security Hub
2025-09-01,0.1634458302623195,Security Hub
2025-10-01,0.4066577117582134,Security Hub
2025-11-01,0.44958689079949427,Security Hub
2025-12-01,0.46197645613660143,Security Hub
2026-01-01,0.4622623374968184,Security Hub
2026-02-01,0.41647281212390863,Security Hub
2026-03-01,0.46089566335691856,Security Hub
2026-04-01,0.44477674510469006,Security Hub
2026-05-01,0.46198800751361035,Security Hub
2026-06-01,0.4481074756523724,Security Hub
2026-07-01,0.4696335817743025,Security Hub
2026-08-01,0.5025226271673036,Security Hub
2026-09-01,0.4956350266579776,Security Hub
2026-10-01,0.749996889703718,Security Hub
2024-11-01,0.00011118237269579744,Service Catalog
2024-12-01,0.03723346931347042,Service Catalog
2025-01-01,0.11109696516004651,Service Catalog
2025-02-01,0.09986647759168449,Service Catalog
2025-03-01,0.014921975743706017,Service Catalog
2025-04-01,0.001351328856528312,Service Catalog
2025-05-01,0.0011625258063709012,Service Catalog
2025-06-01,0.000495996979701652,Service Catalog
2025-07-01,0.0003149952642938665,Service Catalog
2025-08-01,0.0,Service Catalog
2025-09-01,0.0,Service Catalog
2025-10-01,0.0,Service Catalog
2025-11-01,0.0,Service Catalog
2025-12-01,0.0,Service Catalog
2026-01-01,0.07039539051502051,Service Catalog
2026-02-01,0.061917981586900615,Service Catalog
2026-03-01,0.0,Service Catalog
2026-04-01,0.0,Service Catalog
2026-05-01,0.0,Service Catalog
2026-06-01,0.0,Service Catalog
2026-07-01,0.0,Service Catalog
2026-08-01,0.0,Service Catalog
2026-09-01,0.0,Service Catalog
2026-10-01,0.0,Service Catalog
2024-11-01,8.262481914375762e-09,Simple Workflow Service
2024-12-01,8.784550648270718e-11,Simple Workflow Service
2025-01-01,0.0,Simple Workflow Service
2025-02-01,0.0,Simple Workflow Service
2025-03-01,0.0,Simple Workflow Service
2025-04-01,0.0,Simple Workflow Service
2025-05-01,2.196719681172761e-09,Simple Workflow Service
2025-06-01,2.9288320364049896e-09,Simple Workflow Service
2025-07-01,9.365935054296528e-08,Simple Workflow Service
2025-08-01,5.920652367339007e-08,Simple Workflow Service
2025-09-01,5.120647121344176e-09,Simple Workflow Service
2025-10-01,0.0,Simple Workflow Service
2025-11-01,0.0,Simple Workflow Service
2025-12-01,0.0,Simple Workflow Service
2026-01-01,0.0,Simple Workflow Service
2026-02-01,0.0,Simple Workflow Service
2026-03-01,0.0,Simple Workflow Service
2026-04-01,0.0,Simple Workflow Service
2026-05-01,0.0,Simple Workflow Service
2026-06-01,0.0,Simple Workflow Service
2026-07-01,0.0,Simple Workflow Service
2026-08-01,0.0,Simple Workflow Service
2026-09-01,0.0,Simple Workflow Service
2026-10-01,0.0,Simple Workflow Service
2024-11-01,1.113599961582526e-06,Step Functions
2024-12-01,1.1440972858596086e-06,Step Functions
2025-01-01,1.1351933408499863e-06,Step Functions
2025-02-01,1.0365401182157393e-06,Step Functions
2025-03-01,1.137705680232133e-06,Step Functions
2025-04-01,1.0879228937096426e-06,Step Functions
2025-05-01,1.1383473429614391e-06,Step Functions
2025-06-01,1.0937515075295237e-06,Step Functions
2025-07-01,1.1466391056290556e-06,Step Functions
