ds,predicted_monthly_cost,service
2024-07-01,77.71745788694341,Traffic Manager
2024-08-01,78.07859231817257,Traffic Manager
2024-09-01,75.62969454463361,Traffic Manager
2024-10-01,79.25311184099057,Traffic Manager
2024-11-01,77.23895898219409,Traffic Manager
2024-12-01,80.44942356596465,Traffic Manager
2025-01-01,81.21261147643042,Traffic Manager
2025-02-01,73.89948284896926,Traffic Manager
2025-03-01,82.40180284669539,Traffic Manager
2025-04-01,80.32807803491579,Traffic Manager
2025-05-01,83.39355569375499,Traffic Manager
2025-06-01,81.24035039774041,Traffic Manager
2025-07-01,85.3804809410354,Traffic Manager
2025-08-01,86.15854716235778,Traffic Manager
2025-09-01,83.18148897674624,Traffic Manager
2025-10-01,86.45846775770185,Traffic Manager
2025-11-01,83.59445701807098,Traffic Manager
2025-12-01,86.90615021669528,Traffic Manager
2026-01-01,88.06209243443406,Traffic Manager
2026-02-01,80.17286761648556,Traffic Manager
2026-03-01,89.18395526812857,Traffic Manager
2026-04-01,87.15773758391529,Traffic Manager
2026-05-01,90.70119716128231,Traffic Manager
2026-06-01,88.43518039842192,Traffic Manager
2026-07-01,92.85510138049364,Traffic Manager
2026-08-01,93.59970866584763,Traffic Manager
2026-09-01,90.40311503891978,Traffic Manager
2026-10-01,93.93622583982209,Traffic Manager
2023-10-01,69.24422645746507,Virtual Machines
2023-11-01,67.69918264533877,Virtual Machines
2023-12-01,72.01846169803521,Virtual Machines
2024-01-01,70.67671722170662,Virtual Machines
2024-02-01,66.12757710442291,Virtual Machines
2024-03-01,72.40390401082261,Virtual Machines
2024-04-01,68.68977179076641,Virtual Machines
2024-05-01,72.08524697047513,Virtual Machines
2024-06-01,70.01148666072054,Virtual Machines
2024-07-01,72.0013939635151,Virtual Machines
2024-08-01,74.06079605323741,Virtual Machines
2024-09-01,70.72411556686565,Virtual Machines
2024-10-01,73.37740626642284,Virtual Machines
2024-11-01,72.23048563455059,Virtual Machines
2024-12-01,76.64271439457316,Virtual Machines
2025-01-01,75.67917519540372,Virtual Machines
2025-02-01,68.42507981411573,Virtual Machines
2025-03-01,77.6151224964796,Virtual Machines
2025-04-01,73.99639328437107,Virtual Machines
2025-05-01,77.55922788343047,Virtual Machines
2025-06-01,75.05854139640687,Virtual Machines
2025-07-01,77.50460676979556,Virtual Machines
2025-08-01,80.19672661243148,Virtual Machines
2025-09-01,76.89316732430976,Virtual Machines
2025-10-01,79.52649997469254,Virtual Machines
2025-11-01,78.01580564950949,Virtual Machines
2025-12-01,82.63883358037742,Virtual Machines
2026-01-01,81.6305062473761,Virtual Machines
2026-02-01,73.79379851153095,Virtual Machines
2026-03-01,83.5240203921273,Virtual Machines
2026-04-01,79.64289911637893,Virtual Machines
2026-05-01,83.39958511913923,Virtual Machines
2026-06-01,80.71686660494336,Virtual Machines
2026-07-01,83.33003203933522,Virtual Machines
2026-08-01,85.96078883741978,Virtual Machines
2026-09-01,82.5643699504168,Virtual Machines
2026-10-01,85.35419240797505,Virtual Machines
2023-10-01,54.40543760495397,Virtual Network
2023-11-01,54.44752024796483,Virtual Network
2023-12-01,58.235307458611565,Virtual Network
2024-01-01,60.742545591682166,Virtual Network
2024-02-01,57.27253312675298,Virtual Network
2024-03-01,63.44326983838249,Virtual Network
2024-04-01,63.64404626665339,Virtual Network
2024-05-01,67.4071693032737,Virtual Network
2024-06-01,66.21049861996352,Virtual Network
2024-07-01,70.5269502667348,Virtual Network
2024-08-01,72.2908456413622,Virtual Network
2024-09-01,71.71191658085738,Virtual Network
2024-10-01,76.05230861970726,Virtual Network
2024-11-01,75.94345090067299,Virtual Network
2024-12-01,80.27402543030784,Virtual Network
2025-01-01,82.54608186432671,Virtual Network
2025-02-01,74.89034273528162,Virtual Network
2025-03-01,85.50574094217184,Virtual Network
2025-04-01,85.08973865103651,Virtual Network
2025-05-01,89.62076919285565,Virtual Network
2025-06-01,87.83415797218073,Virtual Network
2025-07-01,92.99567397213008,Virtual Network
2025-08-01,94.85305685076905,Virtual Network
2025-09-01,93.51293718693698,Virtual Network
2025-10-01,98.62808372340795,Virtual Network
2025-11-01,97.86602306506612,Virtual Network
2025-12-01,103.28138662710394,Virtual Network
2026-01-01,106.04802778967874,Virtual Network
2026-02-01,96.43830433560686,Virtual Network
2026-03-01,109.52112713260699,Virtual Network
2026-04-01,108.45048301517959,Virtual Network
2026-05-01,113.91864607350875,Virtual Network
2026-06-01,111.29112265346669,Virtual Network
2026-07-01,117.28225799310879,Virtual Network
2026-08-01,119.11032186254471,Virtual Network
2026-09-01,116.99486911632788,Virtual Network
2026-10-01,122.8923465494972,Virtual Network
