Service,EC2-Instances($),Elastic Container Service for Kubernetes($),EC2-Other($),Relational Database Service($),VPC($),Elastic Container Service($),Elastic Load Balancing($),CloudWatch($),Key Management Service($),Secrets Manager($),EC2 Container Registry (ECR)($),Cost Explorer($),Inspector($),Security Hub($),S3($),Service Catalog($),Location Service($),SQS($),DynamoDB($),SNS($),Glacier($),Step Functions($),Lightsail($),Simple Workflow Service($),CloudShell($),CloudTrail($),Glue($),Tax($),Systems Manager($),CloudFormation($),Lambda($),X-Ray($),Total costs($)
29-11-2024,10.01280003,,1.61976561,,0.536151405,1.986305044,,0.345833333,0.033846334,0.040350001,0.001425941,,,0.0032,6.83008E-05,,0.0003885,0.0000208,,0.000002,7.59E-08,4.86E-08,,,,0,0,,,0,,,14.58015742
30-11-2024,10.01280003,,1.618911066,,0.72,4.069805812,,0.660002507,0.033633334,0.040230001,0.0002229,,,0.0032,4.24672E-05,,0.000259,0.0000136,,0.000001,5.06E-08,3.24E-08,,,,0,0,,,,,,17.1591218
01-12-2024,10.01280003,,1.601521417,,0.72,4.069805299,,0,0.032258064,0.038944677,0.00021571,,,0.004,5.78672E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,0,,,,,16.47986215
02-12-2024,10.01280003,,1.601521322,,0.93632361,5.103678746,0.378059267,0,0.032258064,0.038939677,0.00021571,,,0.004,4.24672E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,18.10809798
03-12-2024,10.01280003,,1.595688133,,1.08,5.571193405,0.604930992,0,0.032591064,0.038944677,0.00021571,,,0.004,5.78678E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,18.94068096
04-12-2024,10.01280003,,1.602852569,,1.08,5.531150323,0.604835328,0,0.032558064,0.038939677,0.00021571,,,0.004,4.24674E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,18.90765325
05-12-2024,10.01280003,,1.602467307,,1.08,5.529180181,0.604962017,0.432258245,0.032741064,0.039059677,0.00021571,,,0.004,6.83007E-05,,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,19.33814115
06-12-2024,10.01280003,,1.602857258,,1.08,5.530960921,0.604980486,0.638709677,0.032558064,0.038939677,0.00021571,,,0.004,4.24674E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54632337
07-12-2024,10.01280003,,1.594844183,,1.08,5.52917926,0.604967191,0.638709677,0.032741064,0.039059677,0.00021571,,,0.004,5.82956E-05,,0.0003785,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,19.53695371
08-12-2024,10.01280003,,1.601525858,,1.08,5.529305223,0.604912925,0.638709677,0.032558064,0.038939677,0.00021571,,,0.004,5.24724E-05,,0.000269,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54328872
09-12-2024,10.01280003,,1.601527718,,1.08,5.531152349,0.604863853,0.638709677,0.032591064,0.038944677,0.00021571,,,0.004,5.78678E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54512203
10-12-2024,10.01280003,,1.601997633,,1.08,5.529273334,0.604872722,0.638709677,0.032558064,0.038939677,0.00021571,,,0.004,4.24678E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,0,,,,19.5436684
11-12-2024,10.02919902,,1.605034131,,1.086097225,5.530900439,0.604827184,0.638709677,0.032741064,0.039059677,0.00021571,,,0.004,6.83008E-05,,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,19.57124106
12-12-2024,10.01280003,,1.595717812,,1.08,5.529305621,0.604844373,0.638709677,0.032558064,0.038939677,0.00021571,,,0.004,4.24672E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.53739251
13-12-2024,10.01280003,,1.602875639,,1.08,5.529228378,0.604838898,0.638709677,0.032741064,0.039059677,0.00021571,,,0.004,6.83008E-05,,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,19.544926
14-12-2024,10.01280003,,1.601527978,,1.08,5.529100737,0.60485546,0.638709677,0.032558064,0.038939677,0.00021571,,,0.004,4.24676E-05,,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54300888
15-12-2024,10.01280003,,1.601526504,,1.08,5.531074207,0.604856508,0.638709677,0.032591064,0.038944677,0.00021571,,,0.004,5.78672E-05,0.0007,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54573532
16-12-2024,10.01280003,,1.596194805,,1.08,5.529335889,0.604832617,0.638709677,0.032558064,0.038939677,0.00021571,,,0.004,4.24672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.53928802
17-12-2024,10.01280003,,1.603280874,,1.08,5.529324276,0.604892866,0.638709677,0.032741064,0.039059677,0.00021571,,,0.004,6.83014E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,19.5475811
18-12-2024,10.01280037,,1.602886985,,1.08,5.531101578,0.604902888,0.638709677,0.032558064,0.038939677,0.00021571,,,0.004,4.24672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54781649
19-12-2024,10.0128,,1.60241986,,1.08,5.529292673,0.604830713,0.638717641,0.032582064,0.038944677,0.00021571,,,0.004,5.78678E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54552029
20-12-2024,10.0128,,1.594844253,,1.08,5.52924054,0.604833082,0.638718493,0.032522064,0.038939677,0.00021571,,,0.004,4.24672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.53781537
21-12-2024,10.0128,,1.601526276,,1.08,5.530993569,0.604850694,0.638719213,0.032525064,0.038944677,0.00021571,,,0.004,5.78676E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54629215
22-12-2024,10.0128,,1.601527846,,1.08,5.531055711,0.604853151,0.638720107,0.032636064,0.039054677,0.00021571,,,0.004,5.29016E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,19.54740479
23-12-2024,10.0128,,1.601526365,,1.08,5.531104345,0.604836284,0.638720928,0.032525064,0.038944677,0.00021571,,,0.0032,5.78672E-05,0.0014,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54559182
24-12-2024,10.0128,,1.594844115,,1.08,5.532887012,0.604836638,0.638721448,0.032510064,0.038939677,0.00021571,,,0.0032,4.24672E-05,0.0014,0.000259,0,,0.000001,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54065721
25-12-2024,10.0128,,1.601526902,,1.08,5.531028219,0.604898365,0.638721659,0.032525064,0.037331774,0.00021571,,,0.0032,5.78672E-05,0.0014,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54396614
26-12-2024,10.0128,,1.601527442,,1.08,5.529181736,0.604833388,0.638723263,0.032636064,0.039054677,0.00021571,,,0.0032,5.29007E-05,0.0063,0.0003885,0,,0.0000015,7.59E-08,4.86E-08,,,,0,0,,,,,,19.5489153
27-12-2024,10.0128,,1.60152757,,1.08,5.529312192,0.604823277,0.638724139,0.032525064,0.038944677,0.00021571,,,0.0032,5.78672E-05,0.0042,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54659108
28-12-2024,10.0128,,1.594843575,,1.08,5.529228233,0.604842752,0.638724387,0.032510064,0.038939677,0.00021571,,,0.0032,4.24676E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,,,0,0,,,,,,19.53980695
29-12-2024,10.0128,,1.601525937,,1.08,5.531169847,0.604854723,0.638724567,0.032651064,0.039059677,0.00021571,,,0.0032,6.83012E-05,0.0063,0.0003885,0,,0.000002,7.59E-08,4.86E-08,,,,0,0,,,,,,19.55096045
30-12-2024,10.0128,,1.601526738,,1.08,5.529242197,0.604835692,0.638724746,0.032510064,0.038939677,0.00021571,,,0.0032,4.24674E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54649737
31-12-2024,10.0128,,1.601526475,,1.08,5.529233167,0.604826969,0.638724876,0.032525064,0.038944677,0.00021571,,,0.0032,5.78672E-05,0.0042,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,,,0,0,,,,,,19.54651539
01-01-2025,10.0128,,1.6015214,,1.08,5.531089794,0.604839754,0,0.032258064,0.039054677,0.00021571,,,0.004,5.29008E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,0,,,,,18.90832092
02-01-2025,10.0128,,1.594838995,,1.08,5.529230611,0.604831244,0,0.032258064,0.038944677,0.00021571,,,0.004,5.78678E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,18.89883625
03-01-2025,10.0128,,1.601521361,,1.08,5.529194105,0.604968803,0,0.032510064,0.038939677,0.00021571,,,0.004,4.24672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,18.90585127
04-01-2025,10.0128,,1.601529039,,1.08,5.529244969,0.604834177,0,0.032651064,0.039059677,0.00021571,,,0.004,6.83022E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,18.90689156
05-01-2025,10.0128,,1.601528346,,1.08,5.531104066,0.604823853,0.441532439,0.032510064,0.038949677,0.00021571,,,0.004,4.24678E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.34916571
06-01-2025,10.0128,,1.594844161,,1.08,5.529134102,0.604845982,0.638709677,0.032525064,0.038944677,0.00021571,,,0.004,0.000057868,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.53773632
07-01-2025,10.0128,,1.601525623,,1.08,5.529320161,0.604830763,0.638709677,0.032636064,0.039054677,0.00021571,,,0.004,5.29008E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,19.5456342
08-01-2025,9.9716,,1.60340462,,1.08,5.529246761,0.604854207,0.638709677,0.031180978,0.038944677,0.00021571,,,0.004,5.78676E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.50387358
09-01-2025,10.0128,,1.602498419,,1.08,5.531104415,0.604844961,0.638709677,0.032510064,0.038939677,0.00021571,,,0.004,4.24672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,0,,,,19.54732447
10-01-2025,10.0128,,1.594842659,,1.08,5.529226745,0.604889264,0.638709677,0.032525064,0.038944677,0.00021571,,,0.004,5.78672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,,,0,0,,,,,,19.53787074
11-01-2025,10.0128,,1.601525936,,1.08,5.529304504,0.604860239,0.638709677,0.032636064,0.039054677,0.00021571,,,0.004,5.29008E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,,,0,0,,,,,,19.54564833
12-01-2025,10.0128,,1.601528637,,1.08,5.531027769,0.604880075,0.638709677,0.032525064,0.038944677,0.00021571,,,0.004,5.78672E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,19.54914856
13-01-2025,10.0128,,1.601525941,,1.08,5.529241799,0.604834814,0.638709677,0.032510064,0.038939677,0.00021571,,,0.004,4.24676E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,19.54727923
14-01-2025,10.0128,,1.603411579,,1.08,5.531089815,0.604889319,0.638709677,0.032525064,0.038944677,0.00021571,,,0.004,5.78672E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,19.55110279
15-01-2025,10.0128,,1.596239813,,1.08,5.52740066,0.604888505,0.638709677,0.032510064,0.038939677,0.00021571,,,0.004,4.24672E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,19.54020566
16-01-2025,10.01695556,,1.603546985,,1.080556945,5.530981257,0.604899433,0.638735305,0.032651064,0.039059677,0.00021571,,,0.004,6.83008E-05,0.0063,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,19.55835886
17-01-2025,10.19772865,,1.604890983,,1.09370139,5.529225799,0.604835762,0.638735482,0.032510064,0.038939677,0.00021571,,,0.004,4.24678E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,19.74928507
18-01-2025,10.0128,,1.601526636,,1.082952785,5.5292,0.604832401,0.638735657,0.032525064,0.038944677,0.00021571,,,0.004,5.78678E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,19.55024988
19-01-2025,10.0128,,1.594844475,,1.08,5.529117425,0.604830633,0.638735917,0.032510064,0.038939677,0.00021571,,,0.004,4.24672E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,19.54049545
20-01-2025,10.0128,,1.602434895,,1.08,5.531044191,0.604879312,0.638736052,0.032651064,0.039059677,0.00021571,,,0.004,6.83008E-05,0.0063,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,19.55257783
21-01-2025,13.2343308,,3.143800281,,1.39761945,5.100890077,0.604844325,0.638736222,0.032510064,0.038939677,0.00021571,,,0.004,4.24672E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,24.20038816
22-01-2025,9.024,,1.946340766,,0.56466667,2.443524415,0.352859497,0.387526704,0.032555064,0.038944677,0.00021571,,,0.004,5.78672E-05,0.0042,0.000259,0,,0.0000015,5.06E-08,3.24E-08,3.1965E-06,0,,0,0,,,0,,,14.79915515
23-01-2025,9.024,,0.483871007,,0.12,,,2.62345E-05,0.032522064,0.038939677,0.00021571,,,0.004,4.24678E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.708077243
24-01-2025,9.024,,0.489818303,,0.12,,,2.43025E-05,0.032669064,0.039059677,0.00021571,,,0.004,0.000068301,0.0063,0.0003885,0,,0.000002,7.59E-08,4.86E-08,,0,,0,0,,,,,,9.716545981
25-01-2025,9.024,,0.489832977,,0.12,,,2.43025E-05,0.032522064,0.038939677,0.00021571,,,0.0032,4.24678E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.713237281
26-01-2025,9.024,,0.489834053,,0.12,,,2.43025E-05,0.032537064,0.038944677,0.00021571,,,0.0032,5.78672E-05,0.0042,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.713274257
27-01-2025,9.024,,0.483888765,,0.12,,,2.43025E-05,0.032522064,0.038939677,0.00021571,,,0.0032,4.24672E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.707293068
28-01-2025,9.024,,0.489843488,,0.12,,,2.43025E-05,0.032537064,0.038944677,0.00021571,,,0.0032,5.78672E-05,0.0042,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.713283691
29-01-2025,9.024,,0.489851464,,0.12,,,2.43025E-05,0.032654064,0.039054677,0.00021571,,,0.0032,5.29008E-05,0.0063,0.0003885,0,,0.0000015,7.59E-08,4.86E-08,,0,,0,0,,,,,,9.715743242
30-01-2025,9.024,,0.489851489,,0.12,,,2.43025E-05,0.032537064,0.038944677,0.00021571,,,0.0032,5.78672E-05,0.0042,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.713291692
31-01-2025,9.024,,0.483876007,,0.12,,,2.43025E-05,0.032522064,0.038939677,0.00021571,,,0.0032,4.24672E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.70728031
01-02-2025,9.024,,0.542308801,,0.12,,,0,0.036125285,0.043207143,0.000238822,,,0.004,0.000068301,0,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,0,,,,,9.770336976
02-02-2025,9.024,,0.542311937,,0.12,,,0,0.035978285,0.043087143,0.000238822,,,0.004,4.24676E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.771317737
03-02-2025,9.024,,0.542311657,,0.12,,,0,0.036125285,0.043207143,0.000238822,,,0.004,0.000068302,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,9.772439833
04-02-2025,9.036549829,,0.543891049,,0.123493055,,,0,0.035978285,0.043087143,0.000238822,,,0.004,4.24672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.788939733
05-02-2025,9.024,,0.535714295,,0.12,,,0,0.035993285,0.043092143,0.000238822,,,0.004,5.78672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.764755495
06-02-2025,9.024,,0.542313608,,0.12,,,0,0.036110285,0.043202143,0.000238822,,,0.004,5.29014E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,9.772406384
07-02-2025,9.024,,0.542314897,,0.12,,,0,0.035993285,0.043092143,0.000238822,,,0.004,5.78674E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.771356097
08-02-2025,9.024,,0.542314343,,0.12,,,2.69062E-05,0.035978285,0.043087143,0.000238822,,,0.004,4.24678E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,0,,,,9.77134705
09-02-2025,9.024,,0.542314999,,0.12,,,2.69062E-05,0.036125285,0.043207143,0.000238822,,,0.004,6.29008E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,9.772464681
10-02-2025,9.029406888,,0.536181394,,0.122454165,,,2.69062E-05,0.035978285,0.043087143,0.000238822,,,0.004,4.24678E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.773075153
11-02-2025,9.024,,0.542316049,,0.12,,,2.69062E-05,0.035993285,0.043092143,0.000238822,,,0.004,5.78678E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,9.771384156
12-02-2025,9.177132888,,0.559245509,,0.18573611,,,2.69062E-05,0.035978285,0.043087143,0.000238822,,,0.004,4.24672E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,10.00994721
13-02-2025,9.360823899,,0.598352775,,0.275122225,,,2.69062E-05,0.035993285,0.043092143,0.000238822,,,0.004,5.78678E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,10.32216701
14-02-2025,12.69506579,8.536458498,1.519502142,,0.4565625,,,0.214289004,0.057717618,0.043202143,0.000238822,,,0.004,5.29008E-05,0.0063,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,23.53377804
15-02-2025,13.9704,14.4,1.963291208,,0.6,,,0.356820974,0.07289257,0.043092143,0.000238822,,,0.004,5.78676E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,31.41525267
16-02-2025,13.9704,14.4,1.961141119,,0.6,,,0.356927728,0.07286857,0.043087143,0.000238822,,,0.004,4.24672E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,31.41316493
17-02-2025,14.0696,14.4,1.975426126,,0.63858889,,,0.357019332,0.07308157,0.043207143,0.000238822,,,0.004,6.83008E-05,0.0063,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,31.56791881
18-02-2025,14.93827478,25.278718,2.894394479,,0.76651805,,,0.630231809,0.115159235,0.043087143,0.000238822,,,0.004,4.24676E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,44.67512387
19-02-2025,15.2472,28.8,3.146842691,,0.84,,,0.866476728,0.144954139,0.043092143,0.000238822,,,0.004,5.78676E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,49.09732147
20-02-2025,15.334806,28.8,3.151718627,,0.8754625,,,0.713766486,0.144924139,0.043087143,0.000238822,,,0.004,4.24682E-05,0.0042,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,49.07250527
21-02-2025,11.22917904,14.84295817,2.731617391,,0.54914861,,,0.390088797,0.112084045,0.043207143,0.000238822,,,0.004,6.83014E-05,0.0063,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,29.90927894
22-02-2025,10.2168,14.4,2.875676598,,0.48,,,0.357721369,0.108702854,0.043087143,0.000238822,,,0.004,4.24672E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,28.49072934
23-02-2025,10.23888834,14.4,2.886795247,,0.4898,,,0.94573857,0.108762854,0.043092143,0.000238822,,,0.004,5.78672E-05,0.0042,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,0,1.317E-07,0,0,,,,,,29.12183456
24-02-2025,10.22239378,14.4,2.888326734,,0.48,,,0.35811889,0.108702854,0.043087143,0.000238822,,,0.0032,4.24676E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,28.50857077
25-02-2025,10.2168,14.4,2.892950826,,0.503011105,0.136432345,0.075608047,0.359339743,0.108966854,0.043207143,0.000238822,,,0.0032,6.83018E-05,0.0063,0.0003885,0,,0.000002,7.59E-08,4.86E-08,,0,,0,0,,,,,,28.74651381
26-02-2025,10.4256,14.4,2.901913104,,0.562583335,,,0.357801863,0.108699854,0.043087143,0.000238822,,,0.0032,4.24678E-05,0.0042,0.000259,0,,0.000001,5.06E-08,3.24E-08,,0,,0,0,,,,,,28.80762667
27-02-2025,11.052,14.4,2.973631093,,0.991180555,0.704128998,0.29702451,0.693990503,0.108759854,0.043092143,0.001576226,,,0.0032,5.78672E-05,0.0042,0.000259,0,,0.0000015,5.06E-08,3.24E-08,,0,,0,0,,,,,,31.27310233
28-02-2025,11.13998922,14.4,2.98638326,,1.237980555,1.549006204,0.604870107,0.443722248,0.108906854,0.043202143,0.000238822,,,0.0032,5.29008E-05,0.0063,0.0003885,0,,0.0000015,7.59E-08,4.86E-08,,0,,0,0,,,,,,32.52424244
01-03-2025,11.052,14.4,2.895424083,,1.2,1.495065325,0.604897186,0,0.096774192,0.038944677,0.00021571,,,0.004,5.78682E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,0,,,,,31.78903812
02-03-2025,11.052,14.4,2.893483699,,1.2,1.492573255,0.604858385,0.150070991,0.096774192,0.039054677,0.00021571,,,0.004,5.29008E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,31.93557243
03-03-2025,11.13890655,14.4,2.904053775,,1.11348758,0.893332781,0.479751722,0.356377009,0.098394192,0.038944677,0.00165099,,,0.004,5.78672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,31.43061623
04-03-2025,11.6088,14.4,2.946924203,,1.392353145,0.780153468,0.540031912,0.356426019,0.094301934,0.038939677,0.000431419,,,0.004,4.24672E-05,0.0014,0.000259,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,32.16406333
05-03-2025,11.60398357,14.4,2.964863475,,1.401347665,0.772841798,0.540015926,0.357617055,0.098598192,0.039059677,0.000431419,,,0.004,6.83008E-05,0.0021,0.0003885,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,32.1853157
06-03-2025,11.650898,14.4,2.951776223,0.301123858,1.373677935,0.382500898,0.540056965,0.357890323,0.098706192,0.038939677,0.000431419,,,0.004,4.24672E-05,0.0007,0.0001295,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,32.10087354
07-03-2025,11.70058068,14.4,2.955301848,0.242324703,1.25049866,0.07623551,0.540000034,0.358302477,0.098562192,0.038944677,0.000431419,,,0.004,5.78674E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,31.66524015
08-03-2025,11.6088,14.4,2.951648559,0.012874497,1.210302825,0.093210083,0.54000002,0.35849353,0.098346192,0.038939677,0.000431419,,,0.004,4.24676E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,31.31708935
09-03-2025,11.6088,14.4,2.947063178,0.011418615,1.20961394,0.087141291,0.540000031,0.35851769,0.098406192,0.038944677,0.000431419,,,0.004,5.78672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,31.30439498
10-03-2025,11.79586466,14.4,2.969397226,0.617598307,1.364665325,0.083058052,0.540000036,0.511892798,0.098640192,0.039054677,0.000431419,,,0.004,5.29012E-05,,,0,,0,7.59E-08,4.86E-08,,0,,0,0,,0,,,,32.42465572
11-03-2025,11.43250823,14.4,2.968579276,5.419131818,1.07562089,0.073335232,0.540000023,0.37081547,0.098514192,0.038944677,0.000431419,,,0.004,5.78672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,36.42193918
12-03-2025,10.3793822,14.4,2.957241417,0.503472916,0.60230004,0.074205856,0.540000047,0.359185268,0.098376192,0.038939677,0.000431419,,,0.004,4.24672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,29.95757758
13-03-2025,10.31353565,14.4,2.978302313,1.082742904,0.697352815,0.082351908,0.540000029,0.359348503,0.098445192,0.038944677,0.000431419,,,0.004,5.78672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,30.59551336
14-03-2025,10.8602281,14.4,3.01486494,0.936075611,0.769737525,0.106940954,0.540000013,0.788954241,0.094565934,0.039054677,0.000431419,,,0.004,5.29012E-05,,,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,31.55490644
15-03-2025,11.2224,14.4,2.991813014,1.024133533,0.848970885,0.081350795,0.540000012,0.359664597,0.098418192,0.038944677,0.000431419,,,0.004,5.78672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,31.61018507
16-03-2025,11.55031281,14.4,2.975069506,1.523211722,0.9844056,0.088372304,0.540000026,0.519292656,0.098415192,0.038939677,0.000431419,,,0.004,4.24672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,32.72249346
17-03-2025,12.22970899,14.4,3.042363282,3.832122074,1.36586671,0.089263775,0.540000042,0.359856925,0.100008278,0.038944677,0.000431419,,,0.004,5.78672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,36.00262412
18-03-2025,11.68126067,14.4,2.898667393,2.397156985,1.097365345,0.080911946,0.540000025,0.426506899,0.098670192,0.039054677,0.000431419,,,0.004,5.29008E-05,,,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,33.66407857
19-03-2025,10.89217112,14.4,2.769434182,1.16902522,0.734184755,0.091787202,0.540000018,0.367030883,0.098526192,0.038944677,0.000431419,,,0.004,5.78672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,0,,,31.10559362
20-03-2025,9.618961494,4.146581664,1.166819957,2.198802289,0.70584308,0.02087254,0.157500016,0.108619475,0.097743192,0.038939677,0.000431419,,,0.004,4.24672E-05,,,0,,0,5.06E-08,3.24E-08,,0,,0,0,,,,,,18.26515735
21-03-2025,10.33196041,,0.552082947,2.164188471,0.810041675,,,0.003706889,0.097653192,0.039059677,0.000431419,,,0.004,6.83008E-05,,,0,,0,7.59E-08,4.86E-08,,0,,0,0,,,,,,14.00319311
